code,ham/spam,message,
4,ham,"మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 22-Jan-18 19:47 Hrs నాటికి 90% ఉపయోగించారు. మీ మొత్తం 1 GB డేటా ను ఉపయోగించి, వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి.",
4,ham,మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 19-Jan-18 11:43 Hrs నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్ కాల్ ఇవ్వండి.,
4,ham,మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 15-Jan-18 23:59 Hrs నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్ కాల్ ఇవ్వండి.,
1,ham,"You have exhausted your daily high speed internet quota of 1 GB on your Jio Number 8309108265 as of 05-Jan-18 22:08 Hrs. Internet speed will be reduced in case you do not have any active data plan. Your internet speed will be restored by 2:00 AM tonight. 
 To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",
1,ham,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8309108265 as of 01-Jan-18 17:21 Hrs. After consumption of 1 GB data, Internet speed will be reduced in case you do not have any active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",
4,ham,మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 31-Dec-17 22:02 Hrs నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్ కాల్ ఇవ్వండి.,
1,ham,"You have exhausted your daily high speed internet quota of 1 GB on your Jio Number 8309108265 as of 24-Dec-17 22:46 Hrs. Internet speed will be reduced in case you do not have any active data plan. Your internet speed will be restored by 2:00 AM tonight. 
 To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",
1,ham,"You have exhausted your daily high speed internet quota of 1 GB on your Jio Number 8309108265 as of 21-Dec-17 16:26 Hrs. Internet speed will be reduced in case you do not have any active data plan. Your internet speed will be restored by 2:00 AM tonight. 
 To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",
4,ham,"మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 20-Dec-17 00:13 Hrs నాటికి 90% ఉపయోగించారు. మీ మొత్తం 1 GB డేటా ను ఉపయోగించి, వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి.",
4,ham,మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 18-Dec-17 19:25 Hrs నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్ కాల్ ఇవ్వండి.,
4,ham,మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 11-Dec-17 15:59 Hrs నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్ కాల్ ఇవ్వండి.,
1,ham,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8309108265 as of 28-Nov-17 00:29 Hrs. After consumption of 1 GB data, Internet speed will be reduced in case you do not have any active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",
1,ham,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 8309108265 as of 25-Nov-17 20:59 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms",
1,ham,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8309108265 as of 25-Nov-17 00:50 Hrs. After consumption of 1 GB data, Internet speed will be reduced in case you do not have any active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",
1,ham,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8309108265 as of 23-Nov-17 19:14 Hrs. After consumption of 1 GB data, Internet speed will be reduced in case you do not have any active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",
4,ham,మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 23-Nov-17 16:19 Hrs నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్ కాల్ ఇవ్వండి.,
1,ham,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 8309108265 as of 03-Nov-17 05:22 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms",
4,ham,"మీ జియో నంబరు 8309108265 లో ఉన్న రోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 90% 1 GB 15-Oct-17 18:51 Hrs వరకు వినియోగించుకున్నారు. మిగిలి ఉన్న డేటా 1 GB వినియోగించిన తరువాత, మీ నంబరు పై డేటా ప్యాక్ లేనట్లయితే మీ ఇంటర్నెట్ స్పీడ్ 128 kbps కు తగ్గించబడుతుంది. 
 4G స్పీడ్ డేటా ను ఆనoదoతో కొనసాగిoచడానికి, రీఛార్జి చేయoడి. 
 రీఛార్జి చేయుటకు http://tiny.jio.com/BuyAddOn లిoకు ను క్లిక్ చేయoడి.",
4,ham,"మీ జియో నంబరు 8309108265 లో ఉన్న రోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 90% 1 GB 11-Oct-17 00:55 Hrs వరకు వినియోగించుకున్నారు. మిగిలి ఉన్న డేటా 1 GB వినియోగించిన తరువాత, మీ నంబరు పై డేటా ప్యాక్ లేనట్లయితే మీ ఇంటర్నెట్ స్పీడ్ 128 kbps కు తగ్గించబడుతుంది. 
 4G స్పీడ్ డేటా ను ఆనoదoతో కొనసాగిoచడానికి, రీఛార్జి చేయoడి. 
 రీఛార్జి చేయుటకు http://tiny.jio.com/BuyAddOn లిoకు ను క్లిక్ చేయoడి.",
4,ham,మీ జియో నంబరు 8309108265 లో ఉన్నరోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 50% 1 GB 26-Sep-17 18:04 Hrs వరకు వినియోగించుకున్నారు. మీ బ్యాలన్స్ మరియు ఉపయోగించిన వివారాలు తెలుసుకోడానికి ఈ లింక్ https://www.jio.com/fup ను క్లిక్ చేయండి,
1,ham,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8309108265 as of 26-Sep-17 00:09 Hrs . After consumption of 1 GB data, internet speed will be reduced to 128 kbps if you do not have an active data plan. To continue enjoying 4G speed, recharge now. Click https://www.jio.com/browse_plans?id=19",
4,ham,"మీ జియో నంబరు 8309108265 లో ఉన్న రోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 90% 1 GB 08-Sep-17 00:21 Hrs వరకు వినియోగించుకున్నారు. మిగిలి ఉన్న డేటా 1 GB వినియోగించిన తరువాత, మీ నంబరు పై డేటా ప్యాక్ లేనట్లయితే మీ ఇంటర్నెట్ స్పీడ్ 128Kbps కు తగ్గించబడుతుంది. 
 4G స్పీడ్ డేటా ను ఆనoదoతో కొనసాగిoచడానికి, రీఛార్జి చేయoడి. 
 రీఛార్జి చేయుటకుhttps://www.jio.com/browse_plans?id=19 లిoకు ను క్లిక్ చేయoడి.",
4,ham,మీ జియో నంబరు 8309108265 లో ఉన్నరోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 50% 1 GB 24-Aug-17 13:42 Hrs వరకు వినియోగించుకున్నారు. మీ బ్యాలన్స్ మరియు ఉపయోగించిన వివారాలు తెలుసుకోడానికి ఈ లింక్ https://www.jio.com/fup ను క్లిక్ చేయండి,
1,ham,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8309108265 as of 21-Aug-17 16:06 Hrs . After consumption of 1 GB data, internet speed will be reduced to 128 kbps if you do not have an active data plan. To continue enjoying 4G speed, recharge now. Click https://www.jio.com/browse_plans?id=19",
1,ham,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 8309108265 as of 19-Aug-17 13:43 Hrs. To track your balance and usage, click https://www.jio.com/fup",
1,ham,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 8309108265 as of 14-Aug-17 01:19 Hrs
 To track your balance and usage, click https://www.jio.com/fup",
4,ham,మీ జియో నంబరు 8309108265 లో ఉన్నరోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 50% 1 GB 05-Aug-17 16:58 Hrs వరకు వినియోగించుకున్నారు.,
4,ham,"మీ జియో నంబరు 8309108265 పై తేది 04-Aug-17 22:41 Hrs నాటికి మీకు అoదుబాటు లో ఉన్న1 GB హై స్పీడ్ ఇంటర్నెట్ కోటా ను పూర్తిగా వినియోగిoచారు. మీ జియో నoబరు పై ఇతర ప్యాకు లు లేనట్లయితే మీ ఇoటర్నెట్ స్పీడ్ 128Kbps కు తగ్గిoచబడుతుoది. మీ ఇంటర్నెట్ స్పీడ్ తిరిగి ఈ అర్ధరాత్రి 2:00AM కు పునరుద్దరిoచబడుతుoది. 
 4G స్పీడ్ డేటా ను ఆనoదoతో కొనసాగిoచడానికి, రీఛార్జి చేయoడి. 
 రీఛార్జి చేయుటకుhttps://www.jio.com/browse_plans?id=19 లిoకు ను క్లిక్ చేయoడి.",
4,ham,మీ జియో నంబరు 8309108265 లో ఉన్నరోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 50% 1 GB 29-Jul-17 16:43 Hrs వరకు వినియోగించుకున్నారు.,
4,ham,మీ జియో నంబరు 8309108265 లో ఉన్నరోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 50% 1 GB 28-Jul-17 17:44 Hrs వరకు వినియోగించుకున్నారు.,
1,ham,"You have exhausted your daily high speed internet quota of 1 GB on your Jio Number 8309108265 as of 23-Jul-17 18:39 Hrs. Now internet speed will be reduced to 128 Kbps in case you do not have any active data plan. Your internet speed will be restored by 2:00 AM tonight. 
 To continue enjoying 4G speed, recharge now. Click https://www.jio.com/browse_plans?id=19",
4,ham,మీ జియో నంబరు 8309108265 లో ఉన్నరోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 50% 1 GB 23-Jul-17 11:29 Hrs వరకు వినియోగించుకున్నారు.,
1,ham,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8309108265 as of 21-Jul-17 18:23 Hrs . After consumption of 1 GB data, internet speed will be reduced to 128 kbps if you do not have an active data plan. To continue enjoying 4G speed, recharge now. Click https://www.jio.com/browse_plans?id=19",
4,ham,తేది 20-Jul-17 13:36 Hrs నాటికి మీ జియో నంబరు 8309108265 పై Summer Surprise - 303 లో ఉన్న 1 GB డేటా Data నుంచి 50% డేటా ను వినియోగించుకున్నారు. మిగిలి ఉన్న డేటా బ్యాలన్సు 464.99 MB వ్యాలిడిటి తేదీ 20-Jul-17 21:54 Hrs వరకు ఉంది. మై జియో యాప్ ద్వారా మీ జియో అకౌంట్ ను మేనేజ్ చేయుటకు https://www.jio.com/GetMyJio లిoకు ను క్లిక్ చేయoడి.,
4,ham,మీ జియో నంబరు 8309108265 లో ఉన్నరోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 50% 1 GB 15-Jul-17 10:54 Hrs వరకు వినియోగించుకున్నారు.,
4,ham,మీ జియో నంబరు 8309108265 లో ఉన్నరోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 50% 1 GB 12-Jul-17 09:51 Hrs వరకు వినియోగించుకున్నారు.,
4,ham,మీ జియో నంబరు 8309108265 లో ఉన్నరోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 50% 1 GB 08-Jul-17 12:33 Hrs వరకు వినియోగించుకున్నారు.,
1,ham,You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 8309108265 as of 06-Jul-17 16:35 Hrs .,
4,ham,మీ జియో నంబరు 8309108265 లో ఉన్నరోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 50% 1 GB 27-Jun-17 16:03 Hrs వరకు వినియోగించుకున్నారు.,
4,ham,మీ జియో నంబరు 8309108265 లో ఉన్నరోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 50% 1 GB 28-Jun-17 11:23 Hrs వరకు వినియోగించుకున్నారు.,
4,ham,"మీరు మీ హై-స్పీడ్ ఇంటర్నెట్ కోటాలో 100% ను మీ MRP 499 యొక్క Data ఖాతా నుండి మీ జియో నెంబర్ పై 8309108265 11-Jan-18 23:11 Hrs నాటికి ఉపయోగించారు. మీకు ఏ డేటా ప్లాన్ ఆక్టివ్ లేనట్లయితే ఇంటర్నెట్ వేగం తగ్గుతుంది. 4G వేగాన్ని నిరంతరాయంగా ఆనందించడానికి, ఇప్పుడు రీఛార్జ్ చేయండి. ఈ http://tiny.jio.com/BuyAddOn ను ""క్లిక్ చేయండి",
4,ham,"మీరు మీ హై-స్పీడ్ ఇంటర్నెట్ కోటాలో 100% ను మీ MRP 499 యొక్క Data ఖాతా నుండి మీ జియో నెంబర్ పై 8309108265 23-Nov-17 00:02 Hrs నాటికి ఉపయోగించారు. మీకు ఏ డేటా ప్లాన్ ఆక్టివ్ లేనట్లయితే ఇంటర్నెట్ వేగం తగ్గుతుంది. 4G వేగాన్ని నిరంతరాయంగా ఆనందించడానికి, ఇప్పుడు రీఛార్జ్ చేయండి. ఈ http://tiny.jio.com/BuyAddOn ను ""క్లిక్ చేయండి",
1,ham,"You have used 50% of your 1.5 GB daily high speed data quota on your Jio Number 8309108265 as of 18-Feb-18 18:14 Hrs. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click http://tiny.jio.com/MyJioVideo",
1,ham,"You have used 50% of your 1.5 GB daily high speed internet quota on your Jio Number 8309108265 as of 09-Feb-18 15:18 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms",
1,ham,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8309108265 as of 07-Feb-18 00:42 Hrs. After consumption of 1 GB data, Internet speed will be reduced in case you do not have any active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",
4,ham,మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 06-Feb-18 16:27 Hrs నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్ కాల్ ఇవ్వండి.,
4,ham,మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 26-Jan-18 20:12 Hrs నాటికి మొత్తం ఉపయోగించారు. వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. మీ ఇంటెర్నెట్ స్పీడ్ ఈ రాత్రి 2:00 కు రీస్టోర్ అవుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి,
1,ham,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8309108265 as of 22-Jan-18 19:47 Hrs. After consumption of 1 GB data, Internet speed will be reduced in case you do not have any active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",
4,ham,"మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 20-Jan-18 18:11 Hrs నాటికి 90% ఉపయోగించారు. మీ మొత్తం 1 GB డేటా ను ఉపయోగించి, వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి.",
4,ham,మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 07-Jan-18 15:02 Hrs నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్ కాల్ ఇవ్వండి.,
4,ham,మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 06-Jan-18 21:01 Hrs నాటికి మొత్తం ఉపయోగించారు. వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. మీ ఇంటెర్నెట్ స్పీడ్ ఈ రాత్రి 2:00 కు రీస్టోర్ అవుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి,
4,ham,"మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 05-Jan-18 21:47 Hrs నాటికి 90% ఉపయోగించారు. మీ మొత్తం 1 GB డేటా ను ఉపయోగించి, వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి.",
4,ham,మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 01-Jan-18 17:34 Hrs నాటికి మొత్తం ఉపయోగించారు. వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. మీ ఇంటెర్నెట్ స్పీడ్ ఈ రాత్రి 2:00 కు రీస్టోర్ అవుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి,
1,ham,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8309108265 as of 24-Dec-17 22:31 Hrs. After consumption of 1 GB data, Internet speed will be reduced in case you do not have any active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",
4,ham,మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 19-Dec-17 19:53 Hrs నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్ కాల్ ఇవ్వండి.,
4,ham,మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 29-Nov-17 00:20 Hrs నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్ కాల్ ఇవ్వండి.,
1,ham,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8309108265 as of 14-Nov-17 23:55 Hrs. After consumption of 1 GB data, Internet speed will be reduced in case you do not have any active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",
4,ham,"మీ జియో నంబర్ 8309108265 పై 1 GB హై స్పీడ్ ఇంటర్నెట్ డేటా నుంచి 30-Oct-17 23:57 Hrs నాటికి 90% ఉపయోగించారు. మీ మొత్తం 1 GB డేటా ను ఉపయోగించి, వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి.",
4,ham,మీ జియో నంబరు 8309108265 లో ఉన్నరోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 50% 1 GB 11-Oct-17 14:58 Hrs వరకు వినియోగించుకున్నారు. మీ బ్యాలన్స్ మరియు ఉపయోగించిన వివారాలు తెలుసుకోడానికి ఈ లింక్ http://tiny.jio.com/TrackBalance ను క్లిక్ చేయండి,
4,ham,మీ జియో నంబరు 8309108265 లో ఉన్నరోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 50% 1 GB 10-Oct-17 14:34 Hrs వరకు వినియోగించుకున్నారు. మీ బ్యాలన్స్ మరియు ఉపయోగించిన వివారాలు తెలుసుకోడానికి ఈ లింక్ http://tiny.jio.com/TrackBalance ను క్లిక్ చేయండి,
1,ham,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 8309108265 as of 09-Oct-17 23:12 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms",
1,ham,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8309108265 as of 06-Oct-17 22:51 Hrs. After consumption of 1 GB data, internet speed will be reduced to 128 kbps if you do not have an active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",
4,ham,"మీ జియో నంబరు 8309108265 లో ఉన్న రోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 90% 1 GB 04-Oct-17 02:55 Hrs వరకు వినియోగించుకున్నారు. మిగిలి ఉన్న డేటా 1 GB వినియోగించిన తరువాత, మీ నంబరు పై డేటా ప్యాక్ లేనట్లయితే మీ ఇంటర్నెట్ స్పీడ్ 128kbps కు తగ్గించబడుతుంది. 
 4G స్పీడ్ డేటా ను ఆనoదoతో కొనసాగిoచడానికి, రీఛార్జి చేయoడి. 
 రీఛార్జి చేయుటకుhttps://www.jio.com/browse_plans?id=19 లిoకు ను క్లిక్ చేయoడి.",
1,ham,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8309108265 as of 30-Sep-17 00:47 Hrs . After consumption of 1 GB data, internet speed will be reduced to 128 kbps if you do not have an active data plan. To continue enjoying 4G speed, recharge now. Click https://www.jio.com/browse_plans?id=19",
1,ham,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8309108265 as of 18-Sep-17 20:06 Hrs . After consumption of 1 GB data, internet speed will be reduced to 128 kbps if you do not have an active data plan. To continue enjoying 4G speed, recharge now. Click https://www.jio.com/browse_plans?id=19",
1,ham,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 8309108265 as of 18-Sep-17 01:24 Hrs. To track your balance and usage, click https://www.jio.com/fup",
4,ham,"మీ జియో నంబరు 8309108265 లో ఉన్న రోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 90% 1 GB 26-Aug-17 01:44 Hrs వరకు వినియోగించుకున్నారు. మిగిలి ఉన్న డేటా 1 GB వినియోగించిన తరువాత, మీ నంబరు పై డేటా ప్యాక్ లేనట్లయితే మీ ఇంటర్నెట్ స్పీడ్ 128Kbps కు తగ్గించబడుతుంది. 
 4G స్పీడ్ డేటా ను ఆనoదoతో కొనసాగిoచడానికి, రీఛార్జి చేయoడి. 
 రీఛార్జి చేయుటకుhttps://www.jio.com/browse_plans?id=19 లిoకు ను క్లిక్ చేయoడి.",
4,ham,"మీ జియో నంబరు 8309108265 లో ఉన్న రోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 90% 1 GB 24-Aug-17 01:14 Hrs వరకు వినియోగించుకున్నారు. మిగిలి ఉన్న డేటా 1 GB వినియోగించిన తరువాత, మీ నంబరు పై డేటా ప్యాక్ లేనట్లయితే మీ ఇంటర్నెట్ స్పీడ్ 128Kbps కు తగ్గించబడుతుంది. 
 4G స్పీడ్ డేటా ను ఆనoదoతో కొనసాగిoచడానికి, రీఛార్జి చేయoడి. 
 రీఛార్జి చేయుటకుhttps://www.jio.com/browse_plans?id=19 లిoకు ను క్లిక్ చేయoడి.",
1,ham,"You have exhausted your daily high speed internet quota of 1 GB on your Jio Number 8309108265 as of 20-Aug-17 23:53 Hrs. Now internet speed will be reduced to 128 Kbps in case you do not have any active data plan. Your internet speed will be restored by 2:00 AM tonight. 
 To continue enjoying 4G speed, recharge now. Click https://www.jio.com/browse_plans?id=19",
1,ham,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8309108265 as of 19-Aug-17 16:36 Hrs . After consumption of 1 GB data, internet speed will be reduced to 128 kbps if you do not have an active data plan. To continue enjoying 4G speed, recharge now. Click https://www.jio.com/browse_plans?id=19",
1,ham,"Recharge of Rs. 399 is successful for your Jio number 8309108265. 
 Entitlement: Benefits of 399 Plan Free Voice, Unlimited Data (Post 1GB High Speed Data per day, speed will throttle to 128Kbps), 100SMS/day &amp; Complimentary Subscription to Jio Apps. Validity: 28+28+28days 
 Transaction ID: 3267446928
 To manage your account with MyJio app, click https://www.Jio.com/GetMyJio",
4,ham,"మీ జియో నంబరు 8309108265 లో ఉన్న రోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 90% 1 GB 15-Aug-17 22:15 Hrs వరకు వినియోగించుకున్నారు. మిగిలి ఉన్న డేటా 1 GB వినియోగించిన తరువాత, మీ నంబరు పై డేటా ప్యాక్ లేనట్లయితే మీ ఇంటర్నెట్ స్పీడ్ 128Kbps కు తగ్గించబడుతుంది. 
 4G స్పీడ్ డేటా ను ఆనoదoతో కొనసాగిoచడానికి, రీఛార్జి చేయoడి. 
 రీఛార్జి చేయుటకుhttps://www.jio.com/browse_plans?id=19 లిoకు ను క్లిక్ చేయoడి.",
